date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2022-08-14,9.612499999999999,6.5125,164.79166666666666,7.6375,3.329166666666667,36.625,0.24375,0.9166666666666666,1.0229166666666667,27.5,14.958333333333334
2022-08-15,12.804166666666667,8.491666666666665,184.79166666666666,9.333333333333334,3.2583333333333333,36.083333333333336,0.32958333333333334,2.0833333333333335,1.0729166666666667,28.916666666666668,14.958333333333334
2022-08-16,17.670833333333334,11.395833333333334,185.33333333333334,12.091666666666667,6.583333333333333,39.625,0.42291666666666666,3.375,1.89375,42.791666666666664,21.666666666666668
2022-08-17,21.241666666666667,13.479166666666666,233.58333333333334,10.075000000000001,4.883333333333334,41.083333333333336,0.40625,4.875,1.8875,49.75,24.291666666666668
2022-08-18,17.912499999999998,11.379166666666668,202.08333333333334,9.012500000000001,3.8833333333333333,43.25,0.29291666666666666,4.875,2.464583333333333,51.625,25.958333333333332
2022-08-19,17.099999999999998,10.7125,194.625,8.4,3.6374999999999997,40.875,0.2816666666666667,4.916666666666667,1.8541666666666667,48.0,23.5
2022-08-20,12.804166666666667,8.408333333333333,169.5,7.233333333333333,3.3833333333333333,43.333333333333336,0.21041666666666667,2.125,2.0083333333333333,38.708333333333336,20.375
2022-08-21,12.204166666666666,7.945833333333333,164.41666666666666,7.358333333333333,3.5541666666666667,39.25,0.29916666666666664,2.375,1.5729166666666667,31.791666666666668,17.083333333333332
2022-08-22,13.766666666666666,8.808333333333334,168.25,8.133333333333333,3.5124999999999997,39.5,0.42625,3.1666666666666665,1.51875,34.958333333333336,18.5
2022-08-23,13.716666666666667,9.049999999999999,193.33333333333334,9.808333333333334,4.4125000000000005,44.041666666666664,0.33166666666666667,2.1666666666666665,1.9958333333333333,37.75,20.375
2022-08-24,15.975000000000001,10.454166666666667,218.125,10.270833333333334,3.7083333333333335,46.583333333333336,0.3020833333333333,2.9583333333333335,2.05625,40.0,21.916666666666668
2022-08-25,22.462500000000002,14.945833333333333,314.4583333333333,15.095833333333333,4.920833333333333,57.125,0.36125,2.25,1.9020833333333333,48.541666666666664,27.958333333333332
